lookup,School DBN,SchoolName,SchoolType,SchoolLevel,Regents Exam,Year,Total Tested,Mean Score,Number Scoring Below 65,Percent Scoring Below 65,Number Scoring 65 or Above,Percent Scoring 65 or Above,Number Scoring 80 or Above,Percent Scoring 80 or Above,Number Scoring CR,Percent Scoring CR
84K7102016Algebra2/Trigonometry,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Algebra2/Trigonometry,2016,45,63.7,22,48.9,23,51.1,8,17.8,8,17.8
84K7102015Common Core Algebra,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2015,68,64.9,29,42.6,39,57.4,3,4.4,23,33.8
84K7102016Common Core Algebra,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2016,86,68.0,31,36.0,55,64.0,22,25.6,42,48.8
84K7102017Common Core Algebra,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2017,61,72.7,13,21.3,48,78.7,19,31.1,42,68.9
84K7102016Common Core Algebra2,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Common Core Algebra2,2016,19,65.4,8,42.1,11,57.9,3,15.8,11,57.9
84K7102015Common Core English,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Common Core English,2015,82,79.0,10,12.2,72,87.8,38,46.3,52,63.4
84K7102016Common Core English,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Common Core English,2016,96,79.3,6,6.3,90,93.8,52,54.2,69,71.9
84K7102015Common Core Geometry,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Common Core Geometry,2015,45,62.1,23,51.1,22,48.9,2,4.4,11,24.4
84K7102016Common Core Geometry,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Common Core Geometry,2016,46,62.6,25,54.3,21,45.7,0,0.0,10,21.7
84K7102015English,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,English,2015,3,s,s,s,s,s,s,s,na,na
84K7102016English,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,English,2016,1,s,s,s,s,s,s,s,na,na
84K7102015Geometry,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Geometry,2015,46,69.2,14,30.4,32,69.6,5,10.9,5,10.9
84K7102016Geometry,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Geometry,2016,1,s,s,s,s,s,s,s,na,na
84K7102015Global History and Geography,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Global History and Geography,2015,26,80.1,4,15.4,22,84.6,16,61.5,na,na
84K7102016Global History and Geography,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Global History and Geography,2016,45,77.2,7,15.6,38,84.4,23,51.1,na,na
84K7102015Integrated Algebra,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Integrated Algebra,2015,6,72.5,2,33.3,4,66.7,1,16.7,1,16.7
84K7102016Integrated Algebra,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Integrated Algebra,2016,1,s,s,s,s,s,s,s,na,na
84K7102015Living Environment,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Living Environment,2015,73,78.6,7,9.6,66,90.4,37,50.7,na,na
84K7102016Living Environment,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Living Environment,2016,97,72.7,29,29.9,68,70.1,42,43.3,na,na
84K7102017Living Environment,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Living Environment,2017,60,73.7,12,20.0,48,80.0,18,30.0,na,na
84K7102015Physical Settings/Chemistry,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Physical Settings/Chemistry,2015,27,64.9,13,48.1,14,51.9,3,11.1,na,na
84K7102016Physical Settings/Chemistry,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,Physical Settings/Chemistry,2016,44,63.5,25,56.8,19,43.2,1,2.3,na,na
84K7102015U.S. History and Government,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,U.S. History and Government,2015,10,85.1,0,0.0,10,100.0,7,70.0,na,na
84K7102016U.S. History and Government,84K710,Brownsville Collegiate Charter School,General Academic,Junior High-Intermediate-Middle,U.S. History and Government,2016,24,85.0,0,0.0,24,100.0,17,70.8,na,na
84K7112017Common Core Algebra,84K711,Leadership Preparatory Brownsville Charter School,General Academic,K-8,Common Core Algebra,2017,72,71.0,17,23.6,55,76.4,13,18.1,47,65.3
84K7112017Living Environment,84K711,Leadership Preparatory Brownsville Charter School,General Academic,K-8,Living Environment,2017,75,65.9,29,38.7,46,61.3,8,10.7,na,na
84K7122017Common Core Algebra,84K712,Excellence Girls Charter School,General Academic,K-12 all grades,Common Core Algebra,2017,339,74.6,50,14.7,289,85.3,133,39.2,256,75.5
84K7122017Common Core Algebra2,84K712,Excellence Girls Charter School,General Academic,K-12 all grades,Common Core Algebra2,2017,141,57.4,105,74.5,36,25.5,0,0.0,36,25.5
84K7122017Common Core English,84K712,Excellence Girls Charter School,General Academic,K-12 all grades,Common Core English,2017,215,65.3,81,37.7,134,62.3,55,25.6,76,35.3
84K7122017Common Core Geometry,84K712,Excellence Girls Charter School,General Academic,K-12 all grades,Common Core Geometry,2017,68,63.8,33,48.5,35,51.5,2,2.9,22,32.4
84K7122017Global History and Geography,84K712,Excellence Girls Charter School,General Academic,K-12 all grades,Global History and Geography,2017,122,72.8,25,20.5,97,79.5,37,30.3,na,na
84K7122017Living Environment,84K712,Excellence Girls Charter School,General Academic,K-12 all grades,Living Environment,2017,284,71.4,86,30.3,198,69.7,92,32.4,na,na
84K7122017Physical Settings/Chemistry,84K712,Excellence Girls Charter School,General Academic,K-12 all grades,Physical Settings/Chemistry,2017,13,59.8,10,76.9,3,23.1,0,0.0,na,na
84K7122017U.S. History and Government,84K712,Excellence Girls Charter School,General Academic,K-12 all grades,U.S. History and Government,2017,118,83.3,6,5.1,112,94.9,78,66.1,na,na
84K7242017Common Core Algebra,84K724,Leadership Prep Canarsie Charter School (Leadershi,General Academic,K-8,Common Core Algebra,2017,78,77.1,6,7.7,72,92.3,36,46.2,67,85.9
84K7242017Common Core English,84K724,Leadership Prep Canarsie Charter School (Leadershi,General Academic,K-8,Common Core English,2017,1,s,s,s,s,s,s,s,na,na
84K7242017Living Environment,84K724,Leadership Prep Canarsie Charter School (Leadershi,General Academic,K-8,Living Environment,2017,78,76.7,10,12.8,68,87.2,37,47.4,na,na
84K7262015Common Core Algebra,84K726,Fahari Academy Charter School,General Academic,Secondary School,Common Core Algebra,2015,33,64.5,12,36.4,21,63.6,1,3.0,13,39.4
84K7262016Common Core Algebra,84K726,Fahari Academy Charter School,General Academic,Secondary School,Common Core Algebra,2016,55,64.6,23,41.8,32,58.2,3,5.5,19,34.5
84K7262015Common Core English,84K726,Fahari Academy Charter School,General Academic,Secondary School,Common Core English,2015,6,47.7,6,100.0,0,0.0,0,0.0,0,0.0
84K7262016Common Core English,84K726,Fahari Academy Charter School,General Academic,Secondary School,Common Core English,2016,4,s,s,s,s,s,s,s,na,na
84K7262015Common Core Geometry,84K726,Fahari Academy Charter School,General Academic,Secondary School,Common Core Geometry,2015,1,s,s,s,s,s,s,s,na,na
84K7262015Living Environment,84K726,Fahari Academy Charter School,General Academic,Secondary School,Living Environment,2015,30,74.9,4,13.3,26,86.7,11,36.7,na,na
84K7262016Living Environment,84K726,Fahari Academy Charter School,General Academic,Secondary School,Living Environment,2016,49,68.6,13,26.5,36,73.5,7,14.3,na,na
84K7302015Algebra2/Trigonometry,84K730,Summit Academy Charter School,General Academic,Secondary School,Algebra2/Trigonometry,2015,52,37.8,48,92.3,4,7.7,0,0.0,0,0.0
84K7302016Algebra2/Trigonometry,84K730,Summit Academy Charter School,General Academic,Secondary School,Algebra2/Trigonometry,2016,17,43.2,15,88.2,2,11.8,0,0.0,0,0.0
84K7302015Common Core Algebra,84K730,Summit Academy Charter School,General Academic,Secondary School,Common Core Algebra,2015,59,59.4,41,69.5,18,30.5,0,0.0,8,13.6
84K7302016Common Core Algebra,84K730,Summit Academy Charter School,General Academic,Secondary School,Common Core Algebra,2016,54,68.6,18,33.3,36,66.7,10,18.5,29,53.7
84K7302017Common Core Algebra,84K730,Summit Academy Charter School,General Academic,Secondary School,Common Core Algebra,2017,72,71.0,10,13.9,62,86.1,17,23.6,51,70.8
84K7302016Common Core Algebra2,84K730,Summit Academy Charter School,General Academic,Secondary School,Common Core Algebra2,2016,16,58.9,9,56.3,7,43.8,0,0.0,7,43.8
84K7302017Common Core Algebra2,84K730,Summit Academy Charter School,General Academic,Secondary School,Common Core Algebra2,2017,44,57.2,29,65.9,15,34.1,0,0.0,15,34.1
84K7302015Common Core English,84K730,Summit Academy Charter School,General Academic,Secondary School,Common Core English,2015,47,74.4,10,21.3,37,78.7,19,40.4,25,53.2
84K7302016Common Core English,84K730,Summit Academy Charter School,General Academic,Secondary School,Common Core English,2016,45,74.4,6,13.3,39,86.7,20,44.4,26,57.8
84K7302017Common Core English,84K730,Summit Academy Charter School,General Academic,Secondary School,Common Core English,2017,55,74.5,9,16.4,46,83.6,27,49.1,33,60.0
84K7302015Common Core Geometry,84K730,Summit Academy Charter School,General Academic,Secondary School,Common Core Geometry,2015,42,49.6,38,90.5,4,9.5,0,0.0,3,7.1
84K7302016Common Core Geometry,84K730,Summit Academy Charter School,General Academic,Secondary School,Common Core Geometry,2016,49,53.7,38,77.6,11,22.4,0,0.0,2,4.1
84K7302017Common Core Geometry,84K730,Summit Academy Charter School,General Academic,Secondary School,Common Core Geometry,2017,61,54.7,50,82.0,11,18.0,0,0.0,7,11.5
84K7302015English,84K730,Summit Academy Charter School,General Academic,Secondary School,English,2015,51,76.3,6,11.8,45,88.2,22,43.1,28,54.9
84K7302016English,84K730,Summit Academy Charter School,General Academic,Secondary School,English,2016,2,s,s,s,s,s,s,s,na,na
84K7302015Geometry,84K730,Summit Academy Charter School,General Academic,Secondary School,Geometry,2015,44,56.3,33,75.0,11,25.0,1,2.3,1,2.3
84K7302015Global History and Geography,84K730,Summit Academy Charter School,General Academic,Secondary School,Global History and Geography,2015,62,64.2,28,45.2,34,54.8,9,14.5,na,na
84K7302016Global History and Geography,84K730,Summit Academy Charter School,General Academic,Secondary School,Global History and Geography,2016,62,66.8,26,41.9,36,58.1,13,21.0,na,na
84K7302017Global History and Geography,84K730,Summit Academy Charter School,General Academic,Secondary School,Global History and Geography,2017,68,62.9,37,54.4,31,45.6,7,10.3,na,na
84K7302015Integrated Algebra,84K730,Summit Academy Charter School,General Academic,Secondary School,Integrated Algebra,2015,31,63.8,15,48.4,16,51.6,1,3.2,1,3.2
84K7302016Integrated Algebra,84K730,Summit Academy Charter School,General Academic,Secondary School,Integrated Algebra,2016,4,s,s,s,s,s,s,s,na,na
84K7302015Living Environment,84K730,Summit Academy Charter School,General Academic,Secondary School,Living Environment,2015,64,68.9,19,29.7,45,70.3,11,17.2,na,na
84K7302016Living Environment,84K730,Summit Academy Charter School,General Academic,Secondary School,Living Environment,2016,66,70.5,13,19.7,53,80.3,10,15.2,na,na
84K7302017Living Environment,84K730,Summit Academy Charter School,General Academic,Secondary School,Living Environment,2017,59,65.5,22,37.3,37,62.7,8,13.6,na,na
84K7302015Physical Settings/Chemistry,84K730,Summit Academy Charter School,General Academic,Secondary School,Physical Settings/Chemistry,2015,16,53.4,12,75.0,4,25.0,0,0.0,na,na
84K7302016Physical Settings/Chemistry,84K730,Summit Academy Charter School,General Academic,Secondary School,Physical Settings/Chemistry,2016,14,60.5,10,71.4,4,28.6,0,0.0,na,na
84K7302017Physical Settings/Chemistry,84K730,Summit Academy Charter School,General Academic,Secondary School,Physical Settings/Chemistry,2017,11,55.8,7,63.6,4,36.4,0,0.0,na,na
84K7302015Physical Settings/Earth Science,84K730,Summit Academy Charter School,General Academic,Secondary School,Physical Settings/Earth Science,2015,57,63.6,26,45.6,31,54.4,6,10.5,na,na
84K7302016Physical Settings/Earth Science,84K730,Summit Academy Charter School,General Academic,Secondary School,Physical Settings/Earth Science,2016,51,67.5,19,37.3,32,62.7,12,23.5,na,na
84K7302017Physical Settings/Earth Science,84K730,Summit Academy Charter School,General Academic,Secondary School,Physical Settings/Earth Science,2017,74,62.3,41,55.4,33,44.6,8,10.8,na,na
84K7302016Physical Settings/Physics,84K730,Summit Academy Charter School,General Academic,Secondary School,Physical Settings/Physics,2016,3,s,s,s,s,s,s,s,na,na
84K7302017Physical Settings/Physics,84K730,Summit Academy Charter School,General Academic,Secondary School,Physical Settings/Physics,2017,9,54.7,7,77.8,2,22.2,0,0.0,na,na
84K7302015U.S. History and Government,84K730,Summit Academy Charter School,General Academic,Secondary School,U.S. History and Government,2015,48,81.3,4,8.3,44,91.7,28,58.3,na,na
84K7302016U.S. History and Government,84K730,Summit Academy Charter School,General Academic,Secondary School,U.S. History and Government,2016,45,73.8,10,22.2,35,77.8,21,46.7,na,na
84K7302017U.S. History and Government,84K730,Summit Academy Charter School,General Academic,Secondary School,U.S. History and Government,2017,79,67.1,32,40.5,47,59.5,17,21.5,na,na
84K7312015Common Core Algebra,84K731,Brooklyn Excelsior Charter School,General Academic,K-8,Common Core Algebra,2015,15,71.8,0,0.0,15,100.0,1,6.7,12,80.0
84K7312016Common Core Algebra,84K731,Brooklyn Excelsior Charter School,General Academic,K-8,Common Core Algebra,2016,27,78.8,3,11.1,24,88.9,16,59.3,23,85.2
84K7312017Common Core Algebra,84K731,Brooklyn Excelsior Charter School,General Academic,K-8,Common Core Algebra,2017,30,81.5,1,3.3,29,96.7,23,76.7,27,90.0
84K7312016Common Core English,84K731,Brooklyn Excelsior Charter School,General Academic,K-8,Common Core English,2016,4,s,s,s,s,s,s,s,na,na
84K7312017Common Core English,84K731,Brooklyn Excelsior Charter School,General Academic,K-8,Common Core English,2017,2,s,s,s,s,s,s,s,na,na
84K7312015Common Core Geometry,84K731,Brooklyn Excelsior Charter School,General Academic,K-8,Common Core Geometry,2015,1,s,s,s,s,s,s,s,na,na
84K7332016Algebra2/Trigonometry,84K733,"Math, Engineering, and Science Academy Charter Hig",General Academic,High school,Algebra2/Trigonometry,2016,86,37.4,77,89.5,9,10.5,4,4.7,4,4.7
84K7332015Common Core Algebra,84K733,"Math, Engineering, and Science Academy Charter Hig",General Academic,High school,Common Core Algebra,2015,118,65.2,41,34.7,77,65.3,1,0.8,36,30.5
84K7332016Common Core Algebra,84K733,"Math, Engineering, and Science Academy Charter Hig",General Academic,High school,Common Core Algebra,2016,157,70.0,34,21.7,123,78.3,18,11.5,89,56.7
84K7332017Common Core Algebra,84K733,"Math, Engineering, and Science Academy Charter Hig",General Academic,High school,Common Core Algebra,2017,144,71.6,23,16.0,121,84.0,24,16.7,92,63.9
84K7332016Common Core Algebra2,84K733,"Math, Engineering, and Science Academy Charter Hig",General Academic,High school,Common Core Algebra2,2016,70,53.8,58,82.9,12,17.1,0,0.0,12,17.1
84K7332017Common Core Algebra2,84K733,"Math, Engineering, and Science Academy Charter Hig",General Academic,High school,Common Core Algebra2,2017,79,53.9,63,79.7,16,20.3,0,0.0,16,20.3
84K7332015Common Core English,84K733,"Math, Engineering, and Science Academy Charter Hig",General Academic,High school,Common Core English,2015,31,88.9,0,0.0,31,100.0,24,77.4,29,93.5
84K7332016Common Core English,84K733,"Math, Engineering, and Science Academy Charter Hig",General Academic,High school,Common Core English,2016,108,82.9,4,3.7,104,96.3,77,71.3,96,88.9
84K7332017Common Core English,84K733,"Math, Engineering, and Science Academy Charter Hig",General Academic,High school,Common Core English,2017,114,78.1,12,10.5,102,89.5,66,57.9,79,69.3
84K7332015Common Core Geometry,84K733,"Math, Engineering, and Science Academy Charter Hig",General Academic,High school,Common Core Geometry,2015,84,55.3,69,82.1,15,17.9,0,0.0,6,7.1
84K7332016Common Core Geometry,84K733,"Math, Engineering, and Science Academy Charter Hig",General Academic,High school,Common Core Geometry,2016,116,53.4,91,78.4,25,21.6,1,0.9,12,10.3
84K7332017Common Core Geometry,84K733,"Math, Engineering, and Science Academy Charter Hig",General Academic,High school,Common Core Geometry,2017,169,58.5,107,63.3,62,36.7,7,4.1,36,21.3
84K7332015Geometry,84K733,"Math, Engineering, and Science Academy Charter Hig",General Academic,High school,Geometry,2015,106,68.8,30,28.3,76,71.7,15,14.2,15,14.2
84K7332016Geometry,84K733,"Math, Engineering, and Science Academy Charter Hig",General Academic,High school,Geometry,2016,25,53.3,23,92.0,2,8.0,0,0.0,0,0.0
84K7332015Global History and Geography,84K733,"Math, Engineering, and Science Academy Charter Hig",General Academic,High school,Global History and Geography,2015,119,71.2,25,21.0,94,79.0,37,31.1,na,na
